Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Mécanique;0,41667;Reset power ;21/06/2024;machine3;21/06/2024 21:20;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Arrosage;1,51667;Nettoyage de la pompe d'arrosage centre / verification outil ;21/06/2024;machine1;21/06/2024 12:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;2,75;Reglage pression de pressostat bridage-debridage palette ;21/06/2024;machine1;21/06/2024 05:45;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;161,25;Verification transmetteur / verification cable transmetteur /verification palpeur / verification connecteur de transmetteur ;21/06/2024;machine3;21/06/2024 22:30;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Electrique;0,75;Verification codeur axe C + verification survomoteur axe C + nettoyage connecteur cable codeur axe C ;21/06/2024;machine3;21/06/2024 10:55;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Mécanique;0,5;Correction du faux rond palpeur / refaire mesure du Z palpeur ;20/06/2024;machine3;20/06/2024 15:49;DECALAGE PALPEUR;0;062-Système de mesure d'outil;;;;
Mécanique;1;Reprendre l'origine changement d'outil : X=0 Y=0 Z=+0.7mm;20/06/2024;machine3;20/06/2024 10:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;0,78333;Reset power / power on machine (verification armoire electrique);20/06/2024;machine3;20/06/2024 20:28;PROBLEME ELECTRONIQUE;0;01-Broche ;;;;
Mécanique;5,83333;Faire le pret-charge d'axe B / auglenter le gain 100000 =>300000 / vidange+remplissage 4eme 5eme axe ;20/06/2024;machine3;20/06/2024 11:10;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;0,5;Retour a l'etat initial de changement de palette / reglage pression d'air ;20/06/2024;machine1;20/06/2024 18:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;1;Nettoyage de la pompe d'arrosage normal ;20/06/2024;machine6;20/06/2024 07:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;89;Verification cablage armoire : OK / verification tension et courant : OK / verification cablage cote machine : OK / verification des profibus :OK/ verification du bloque AZ: OK / verification codeur +isolement :OK/ verification moteur +(servo moteur);20/06/2024;machine3;20/06/2024 22:00;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Arrosage;0,66667;Elimination des fuites d'arrosages / nettoyage du filtre de retour d'arrosage ;20/06/2024;machine2;20/06/2024 00:10;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage filtre secondaire ;19/06/2024;machine4;19/06/2024 15:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage filtre secondaire ;19/06/2024;machine4;19/06/2024 15:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1,25;Prendre l'origine du preneur / retour origine du magasin de la COA / fixation de la porte changement d'outil ;19/06/2024;machine3;19/06/2024;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,75;Remplissage du reservoir de oil de la COA ;19/06/2024;machine3;19/06/2024 15:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;8,33333;Verification des cables electriques / verifications des profisafe/ changement du profisafe A5-03AS1 avec 2/5;19/06/2024;machine3;19/06/2024 06:00;PROBLEME ELECTRONIQUE;0;03-Armoire électrique ;;;;
Mécanique;1;Enlever manuellement l'outil de la broche / changement du tiret d'outil ;19/06/2024;machine1;19/06/2024 14:30;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;2,75;Changement de pince bras ATC / verification du ressort bras / verification changement outils;19/06/2024;machine1;18/06/2024 22:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,08333;Nettoyage du filtre de retour d'arrosage ;19/06/2024;machine6;19/06/2024 13:15;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,25;Retour a l'etat initial de CPA;19/06/2024;machine1;19/06/2024 21:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;1,83333;Redemarrer la machine /verification servo drive d'axe Z / retour des axes a l'origine ;19/06/2024;machine6;19/06/2024 20:50;BLOCAGE AXES PRINCIPAUX;0;023-Axe Z;;;;
Arrosage;0,33333;Nettoyage de la pompe d'arrosage / nettoyage du filtre de retour d'arrosage ;19/06/2024;machine6;19/06/2024 19:15;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;808;Verification geo machine /  lancement  quick set / modification cenimatique Xnormal=+0,08mm Ynormal=-0,005mm Znormal=+0.11mm Xind= +0.01mm Yind=0mm Zind=-0.375mm / verification mecnaique de la table(B+C) / faire le precharge /relancement du D quick s;19/06/2024;machine3;17/07/2024 16:58;DECALAGE POSITION AXE;0;02-Axes;;;;
Mécanique;1;Verification des capteurs de serrage et desserrage d'outil / retour preneur a l'etat initial ;18/06/2024;machine3;18/06/2024 23:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,5;Verification et modification position de d'outil (Z=-210.100 => Z=-208.300) / remplissage reservoir de pince de serrage et desserage outil ;18/06/2024;machine3;18/06/2024 22:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;19,5;Prendre position de changement d'outil / retour magasin et le preneur de changement d'outil a l'etat initiale ;16/06/2024;machine3;15/06/2024 18:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,33333;Nettoyage filtre de retour d'arrosage ;16/06/2024;machine6;16/06/2024 12:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;16,36667;Verification des capteurs de serrage et desserage d'outil / nettoyage du capteur et connecteur capteur / reglage du capteur ;16/06/2024;machine3;15/06/2024 17:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;13;Nettoyage de volet du COA / retour magasin de changement d'outil a l'etat initial ;16/06/2024;machine1;15/06/2024 20:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,91667;Nettoyage capteur de porte / retour a l'etat initial de bras de changement d'outil ;15/06/2024;machine2;15/06/2024;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electrique;0,81667;Verification de l'armoire electrique / redemarrage de la machine ;15/06/2024;machine6;15/06/2024 04:36;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;1,06667;Changement du relais de securite F4-08A11;14/06/2024;machine3;14/06/2024 18:26;PROBLEME ELECTRONIQUE;0;02-Axes;;;;
Mécanique;0,58333;Verification du niveau d'huile de verin de desserage d'axe B / verification de la commande electrique de distributeur axe B ;14/06/2024;machine2;14/06/2024;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Pneumatique;0,41667;Instalation pistolet d'air sur machine ;14/06/2024;machine3;14/06/2024 07:10;MANQUE SOUFFLETTE;0;08-Système pneaumatique;;;;
Mécanique;0,33333;Verification des ventilateurs de refroidissement des servodrives;14/06/2024;machine2;14/06/2024;TEMPERATURE HORS TOLERANCE;0;03-Armoire électrique ;;;;
Mécanique;0,41667;Verification distributeur d'axe B / lancer le programme serrage et desserage axe B ;14/06/2024;machine2;14/06/2024 05:05;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;0,25;Nettoyage des deux capteurs de fermeture porte operateur ;14/06/2024;machine2;14/06/2024 00:45;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;033-équipement divers;;;;
Mécanique;3,25;Modification valeur cinematique Xind=-0.012mm Yn=0.032;14/06/2024;machine3;14/06/2024 00:35;DECALAGE POSITION AXE;0;02-Axes;;;;
Mécanique;12,41667;Verification niveau de huile de groupe 4eme/5eme axe / verifier l'etat de la pompe ;14/06/2024;machine3;14/06/2024 09:25;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Mécanique;0,41667;Demontage du carter pour acceder au circuit / amorcage diltre circuit lubrification 4/5axe  /remontage et nettoyage du carter ;14/06/2024;machine3;14/06/2024 11:55;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Mécanique;3,5;Fixationn du connecteur de capteur de serrage outil et positionnement capteur serrage outil / reset power / prendre l'origine de magasin d'outil / power on machine  ;14/06/2024;machine3;14/06/2024 22:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,38333;Redemarrage de la machine apres restauration / activation du capteur de papier sur convoyeur arrosage ;14/06/2024;machine3;14/06/2024 09:17;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Electronique;22,66667;Changement de la regle optique d'axe Z / prendre l'origine de l'axe Z / redemarrage de la machine ;14/06/2024;machine3;14/06/2024 15:50;PROBLEME ELECTRONIQUE;0;023-Axe Z;;;;
Electronique;7;Changement cable de regle optique et SMU de regle optique (DMU 2/5 =>DMU1/1) / redemarrage de la machine / montage du carter de l'axe Z / nettoyage du connecteur de la regle optique / verification mouvement d'axe Z;14/06/2024;machine3;14/06/2024 05:00;PROBLEME ELECTRONIQUE;0;023-Axe Z;;;;
Electronique;7;Changement du cable entre regle optique et l'SME / repredre l'origine d'axe Z / lancment de piece test ;13/06/2024;machine3;13/06/2024 04:30;PROBLEME ELECTRONIQUE;0;023-Axe Z;;;;
Arrosage;0,33333;Nettoyage pompe arrosage normal / verification du bon fonctionnement ;13/06/2024;machine1;13/06/2024 08:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,33333;Retour du CPA a l'etat initial / lancement d'un programe de changment pallet ;13/06/2024;machine1;13/06/2024 00:25;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;2,5;Demontage des palettes de la machine / changement palette 1 avec 2 / changement de la palette au niveau programme ;12/06/2024;machine1;12/06/2024 10:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,16667;Nettoyage de la pince de changement d'outils;12/06/2024;machine1;12/06/2024 23:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;22,9;Verification  du pignon de la tourelle / verification systeme hydraulique / reglage position du desserage verin tourelle / serrage des 4 vis desserer de la tourelle / vidange du groupe hydraulique ;12/06/2024;machine7;12/06/2024 12:36;BRUIT;0;08-Tourelle;;;;
Arrosage;0,25;Nettoyage de la pompe et filtre du convoyeur / nettoyage du filtre du reservoir d'arrosage ;12/06/2024;machine6;12/06/2024 08:30;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,75;Réparation de la porte de CPA;12/06/2024;machine6;12/06/2024 19:50;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;061-Magasin d'outils;;;;
Mécanique;1,48333;Nettoyage de la pompe d'arrosage et reservoire d'arrosage / nettoyage des filtres du convoyeur ;11/06/2024;machine6;11/06/2024 01:06;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;1,25;Retour du preneur de changement d'outil a l'etat initial / changement cone d'outil + pot;11/06/2024;machine3;11/06/2024 12:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,33333;Reglage pression de bridage palette ;11/06/2024;machine1;11/06/2024 03:10;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;3,08333;Remplissage du reservoire de refroidissement / changement raccord et tuyaux / elimination fuite ;11/06/2024;machine3;11/06/2024 05:55;BROCHE HS: TEMPERATURE ELEVEE;0;01-Broche ;;;;
Mécanique;0,5;Prendre l'origine d'axe Z / retour a l'etat initial de la machine ;11/06/2024;machine3;11/06/2024 19:00;BLOCAGE AXES PRINCIPAUX;0;023-Axe Z;;;;
Arrosage;0,91667;Nettoyage de la pompe d'arrosage et circuit ;11/06/2024;machine1;11/06/2024 17:05;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Nettoyage de la pompe d'arrosage de convoyeur et filtre ;11/06/2024;machine6;11/06/2024 10:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1;Reorganisation des outils T7,T9,T122;10/06/2024;machine1;10/06/2024 15:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,33333;Nettoyage de la pompe d'arrosage au centre / nettoyage du circuit de l'arrosage centre ;10/06/2024;machine2;10/06/2024 15:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;5;Controle geo machine / correction axe B et C (voir rapport) / piece test valide / valeur MRZP (avant): {X=-326.210 Y=-254.355 Z=-473.023 P=-0.085}  valeurs MRZP(apres) {X=-326.267 Y=-254.360 Z=-472.991 P=-0.085};10/06/2024;machine2;10/06/2024 22:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Hydraulique;1,71667;Verification de l'etat de la pompe 4/5eme axe et reparation ;10/06/2024;machine3;10/06/2024 17:17;MANQUE DE PRESSION;0;054-Lubrification Axes B et C;;;;
Mécanique;1,5;Reglage prisostat de pompe 4eme / 5 eme axe ;10/06/2024;machine3;10/06/2024 21:05;MANQUE DE PRESSION;0;054-Lubrification Axes B et C;;;;
Hydraulique;2,5;Nettoyage pompe / amorcage de la pompe /  changement du racoord du tuyau du groupe refroidissement ;10/06/2024;machine3;10/06/2024 14:00;MANQUE DE PRESSION;0;054-Lubrification Axes B et C;;;;
Arrosage;0,66667;Nettoyage des filtres d'arrosage au centre / active arrosage au centre ;09/06/2024;machine4;09/06/2024 08:05;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;12,18333;Nettoyage de la pompe d'arrosage du convoyeur / nettoyage des filtres ;09/06/2024;machine6;08/06/2024 20:59;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,33333;Reglage des capteurs de changement palette et nettoyage / retour de changement a l'etat initial palette ;08/06/2024;machine1;08/06/2024 08:10;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,5;Fermeture de la porte protection chambre de machine / redemarrage du secheur  ;08/06/2024;machine4;08/06/2024 01:30;PROBLEME ELECTRONIQUE;0;033-Equipements divers;;;;
Mécanique;33,5;Modification : Z =-0.025mm Xind=0.02mm Yind=0.01MM;08/06/2024;machine3;07/06/2024 06:00;DECALAGE POSITION AXE;0;02-Axes;;;;
Hydraulique;15,33333;Changement de joint torique de la pompe de graissage 4 eme 5 eme axe / amorcage de la pompe de graissage / remplissage du reservoir du 4 eme 5 eme axe ;08/06/2024;machine3;08/06/2024 18:30;MANQUE DE PRESSION;0;054-Lubrification Axes B et C;;;;
Mécanique;0,3;Nettoyage des rails de la porte ;08/06/2024;machine5;08/06/2024 11:07;BLOCAGE VEROUILLAGE PORTE;0;033-équipement divers ;;;;
Arrosage;0,66667;Nettoyage des filtres d'arrosage au centre ;08/06/2024;machine1;08/06/2024 03:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1;Verification du bridage debridage de changement palette / retour du CPA a la position initiale ;07/06/2024;machine1;07/06/2024 09:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;9;Elimination de la fuite du groupe de refroidissement / vidange groupe froid/ netoyage du circuit a l'aide du liquide MOTOREX vidange 4eme /5eme axe ;07/06/2024;machine3;07/06/2024 03:30;FUITE LIQUIDE REFRIGERANT;0;09-Groupe frigorifique;;;;
Arrosage;1;Nettoyage de la pompe d'arrosage du convoyeur et  les filtres;07/06/2024;machine6;07/06/2024 00:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoyage de la pompe / remplissage de bag d'arrosage ;07/06/2024;machine6;07/08/2024 01:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Pneumatique;0,8;Elimination fuite / fixation flexible de souflette ;07/06/2024;machine6;07/06/2024 05:17;FUITE D'AIR;0;10-Système pneumatique;;;;
Mécanique;616;Verification niveau de graissage broche : ok / verification circuit de graissage broche : ok / verification tension + ampairage moteur : ok/ verification faux rond broche +parallelisme :ok/ verification de la force de serrage broche : ok / verificati;06/06/2024;machine2;06/06/2024;BROCHE HS: TEMPERATURE ELEVEE;0;01-Broche;;;;
Electronique;0,83333;Assurez que le connecteur du capteur PB4 sur PCB I10 est bien connecte / assurez que les vitesses de fonctionement sont corrects / nettoyage de l'envirennement du transformateur ;06/06/2024;machine2;06/06/2024 07:50;TEMPERATURE HORS TOLERANCE;0;03-Armoire électrique ;;;;
Mécanique;0,58333;Retour a l'etat initial de changement d'outil ;06/06/2024;machine3;06/06/2024 17:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;227,66667;Correction de table B0-B90: B0(+0.099  -0.30)(+0.27  -0.08) apres (-0.002  -0.12)(+0.08  0)    B90(-0.1  +0.09)(-0.08  -0.07) apres => (-0.02  0)(-0.02  0) // correction geo support palette circularite  0°=0 90°=-0.02 180°=-0.07 270°=-0.01 apres =>0°;06/06/2024;machine3;28/05/2024 01:50;DECALAGE POSITION AXE;0;02-Axes;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage normal et circuit ;06/06/2024;machine6;06/06/2024 01:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;1,5;Nettoyage filtre arrosage centre ;06/06/2024;machine1;06/06/2024 23:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,36667;Nettoyage de la pompe d'arrosage ;05/06/2024;machine6;05/06/2024 04:28;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,41667;Nettoyage de la pompe d'arrosage  / nettoyage des filtres du convoyeur;05/06/2024;machine6;05/06/2024 06:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;4,51667;Nettoyage des buses et filtres du convoyeur / nettoyage de la pompe du convoyeur ;05/06/2024;machine6;05/06/2024 15:41;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;2558,5;Changement de broche par la broche de 1-5 + changement pompe 4/5 ème axe + changement filtre d'arrosage au centre + chnagmenet cable codeur + changement codeur par le codeur de la machine 1/5 + roudage + M19 + prendre position changement d'outils + v;04/06/2024;machine3;04/06/2024 00:30;CHOC;1849,93;01-Broche ;CABLE CODEUR RCN 2380 AXE B ET C;M-CAB0001;1.0;150
Mécanique;2558,5;Changement de broche par la broche de 1-5 + changement pompe 4/5 ème axe + changement filtre d'arrosage au centre + chnagmenet cable codeur + changement codeur par le codeur de la machine 1/5 + roudage + M19 + prendre position changement d'outils + v;04/06/2024;machine3;04/06/2024 00:30;CHOC;1849,93;01-Broche ;POMPE & TETE POMPE DE LUBRIFICATION AXE B ET C;M-PPE0001;1.0;1627,9
Mécanique;2558,5;Changement de broche par la broche de 1-5 + changement pompe 4/5 ème axe + changement filtre d'arrosage au centre + chnagmenet cable codeur + changement codeur par le codeur de la machine 1/5 + roudage + M19 + prendre position changement d'outils + v;04/06/2024;machine3;04/06/2024 00:30;CHOC;1849,93;01-Broche ;Filtre d'arrosage au centre 25µ HP050-5A25ANP01;M-F0045;1.0;72,03
Mécanique;0,91667;Calibration renishaw / calibration palpeur ;04/06/2024;machine2;04/06/2024 08:00;PALPEUR HS /CASSE / A CALIBRER;0;063-Systeme de mesure d'outil;;;;
Arrosage;0,16667;Nettoyage filtre d'arrosage centre ;04/06/2024;machine1;04/06/2024 20:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Nettoyage pompe d'arrosage du convoyeur et les filtres ;04/06/2024;machine6;04/06/2024 03:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;236,5;Mouvement machine (voir rapport MIcro CNC et bon d'intervention);04/06/2024;machine3;04/06/2024 08:00;INSTALLATION & MISE EN SERVICE;0;;;;;
Mécanique;218,25;Changement d'encodeur avec les anciens encodeurs et faire l'essais / nettoyer et reinstaller l'original encodeur / mettre du silicone sur la trappe d'axe C /  lacnement de correction geo machine : 1)B90-C0(0  0)(+0.01  -0.03) 2)B0-C0(0  -0.04)(+0.01 ;04/06/2024;machine3;04/06/2024 06:15;PROBLEME ELECTRONIQUE;0;02-Axes;;;;
Hydraulique;11,83333;"Changement du pompe NHX 4000 avec une pompe NMV 5000 ; lors du dia: controle du circuit de graissage + chnagement de la pompe de graissage ";04/06/2024;machine6;04/06/2024 01:30;PRESSION HYDRAULIQUE FAIBLE;188,27;051-Groupe hydraulique;Pompe de lubrification des axes & broche ;M-PPE0011;1.0;188,27
Arrosage;0,63333;Nettoyage du flexible d'arrosage normal / nettoyage de la pompe d'arrosage normal et de reservoir de la pompe;03/06/2024;machine2;03/06/2024 06:32;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Informatique;2,5;Lancement piece test / chargement back-up machine ;03/06/2024;machine3;03/06/2024 09:00;ARRET PLANIFIER;0;031-CN;;;;
Pneumatique;0,91667;Changement flexible et raccord d'air (nettoyage outil);03/06/2024;machine3;03/06/2024 19:00;FUITE D'AIR;0;08-Système pneaumatique;;;;
Mécanique;0,25;Retour a l'etat initial de changement palette / lancer programme de changement de la CPA;03/06/2024;machine1;03/06/2024 08:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;11,41667;Deblocage magasin auxiliaire / trier les outils pour le magasin / vider le pot du transfert / mise en place du magasin ;03/06/2024;machine1;02/06/2024 19:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;2,08333;Vidange et nettoyage reservoir d'huile de la pompe du lubrifiant / nettoyage filtre de la pompe /amorcage de la pompe du lubrifiant / remplissage du reservoire d'huile de pompe lubrifiant ;03/06/2024;machine6;03/06/2024 19:10;FUITE D'HUILE;0;05-Unité de lubrification ;;;;
Mécanique;83,33333;Correction geo table B0 C0: (-0.055 0) apres (0.003 0)/ correction valeur MRZP X=-0.0052mm Y=-0.01mm Z=-0.107;03/06/2024;machine2;03/06/2024 06:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;5;Demontage du carter de l'axe B / nettoyae du connecteur du codeur d'axe C / montage carter d'axe B / metre du silicone sur carter ;02/06/2024;machine3;02/06/2024 06:00;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Arrosage;5,66667;Nettoyage des filtres d'arrosage au centre + changement filtre d'arrosage au centre ;02/06/2024;machine4;02/06/2024 06:00;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Arrosage;0,91667;Nettoyage de la pompe d'arrosage du convoyeur ;01/06/2024;machine6;01/06/2024 13:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,41667;Nettoyage de la pompe d'arrosage et circuit ;01/06/2024;machine6;01/06/2024 12:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Hydraulique;4;Nettoyage de la pompe /  chnagement de pignon pompe  ;01/06/2024;machine5;01/06/2024 12:00;PRESSION HYDRAULIQUE FAIBLE;0;051-Groupe hydraulique ;;;;
Arrosage;0,28333;Probleme d'arrosage ;31/05/2024;machine2;31/05/2024 23:18;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,66667;Nettoyage filtre arrosage centre ;31/05/2024;machine4;31/05/2024 19:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;1,16667;Nettoyage filtre d'arrosage centre / verification du focntionnement d'arrosage centre ;31/05/2024;machine4;31/05/2024 21:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1;Prendre la position de changement d'outil ;31/05/2024;machine3;31/05/2024 15:15;BROCHE HS: SERRAGE PIECE;0;01-Broche ;;;;
Arrosage;0,33333;Nettoyage de la pompe du convoyeur / nettoyage filtre ;31/05/2024;machine6;31/05/2024 08:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Deblocage de bras changement d'outil ;31/05/2024;machine6;31/05/2024 17:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,33333;Nettoyage de la pompe ;31/05/2024;machine6;31/05/2024 07:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Pneumatique;2,41667;Changement de raccord d'air / eliminer la fuite d'air ;31/05/2024;machine6;31/05/2024 09:00;PRESSION PNEUMATIQUE FAIBLE;0;10-Système pneumatique;;;;
Arrosage;0,33333;Nettoyage de la pompe et filtre du convoyeur ;31/05/2024;machine6;31/05/2024 05:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,41667;Nettoyage de pompe d'arrosage normal / nettoyage du circuit d'arrosage ;30/05/2024;machine2;30/05/2024 07:25;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Hydraulique;3;Verification du radiateur et ventilateur (OK) / eteindre la machine jusqu'a ce que la temperature tombe ;30/05/2024;machine7;30/05/2024 17:00;TEMPERATURE HORS TOLERANCE;0;051-Groupe hydraulique ;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage normal / nettoyage du circuit d'arrosage ;30/05/2024;machine6;30/05/2024 07:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoayge de la pompe et filtre du convoyeur ;30/05/2024;machine6;30/05/2024 05:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;36,5;Voir détails;30/05/2024;machine3;30/05/2024 09:00;QUALITE: GEOMETRIE;0;02-Axes;;;;
Mécanique;2,08333;Reparation bras de changement d'outil (changement de ressort de clampage outil) / verification de changement d'outil ;29/05/2024;machine1;29/05/2024 01:55;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,75;Verification des cables d'amplificateurs et du ventilateurs / lancer le programme pour mouvement de l'axe B et verification de la charge d'axe B ;29/05/2024;machine2;29/05/2024 23:45;BLOCAGE AXES PRINCIPAUX;0;;;;;
Mécanique;0,45;Reglage du pressostat du frein de l'axe B / lancement programme pour test du frein d'axe B ;29/05/2024;machine2;29/05/2024 23:03;BLOCAGE AXES PRINCIPAUX;0;0241-Axe B;;;;
Mécanique;1;Verification de la temperature du servodrive d'axe B ;29/05/2024;machine2;29/05/2024 12:00;TEMPERATURE HORS TOLERANCE;0;0241-Axe B;;;;
Mécanique;0,5;Reglage de la postion du capteur de serrage outils;29/05/2024;machine3;29/05/2024 19:00;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;3,4;Faux rond (0.009___0.02) parallelisme {XZ(0.02__0) YZ(-0.015__0)} / force de serrage 22,9KN test de vitesse pour M3 M4 M5 pour les tours par minute  (500-1000-2000-4000-6000-8000-11000-14000-17000-20000);29/05/2024;machine6;29/05/2024 13:30;DEFAUT OPERATEUR;0;01-Broche ;;;;
