Type de panne;Durée arrêt (h);Date intervention;Désignation;Catégorie de panne;Nombre d'heures MO;Coût total intervention;[MO interne].Nom;[MO interne].Prénom;[MO interne].Nombre d'heures
Mécanique;1;18/06/2024;machine3;Mécanique;0,58333;42,86;tech;six;0,58333
Mécanique;1,5;18/06/2024;machine3;Mécanique;1,5;69,5;tech;six;1,5
Mécanique;19,5;16/06/2024;machine3;Mécanique;1,5;753,5;tech;one;1,5
Arrosage;0,33333;16/06/2024;machine6;Arrosage;0,33333;14,78;tech;one;0,33333
Mécanique;16,36667;16/06/2024;machine3;Mécanique;1;630,26;tech;one;1
Mécanique;13;16/06/2024;machine1;Mécanique;0,83333;578,94;tech;one;0,83333
Mécanique;0,91667;15/06/2024;machine2;Mécanique;0,75;0;tech;three;0,75
Electrique;0,81667;15/06/2024;machine6;Electrique;0,41667;29,4;tech;three;0,41667
Mécanique;1,06667;14/06/2024;machine3;Mécanique;1;48,86;tech;five;1
Mécanique;0,58333;14/06/2024;machine2;Mécanique;1;4,17;tech;seven;0,5
Mécanique;0,58333;14/06/2024;machine2;Mécanique;1;4,17;tech;three;0,5
Pneumatique;0,41667;14/06/2024;machine3;Pneumatique;0,25;17,91;tech;one;0,25
Mécanique;0,33333;14/06/2024;machine2;Mécanique;0,25;2,08;tech;seven;0,25
Mécanique;0,41667;14/06/2024;machine2;Mécanique;0,33333;0;tech;three;0,33333
Mécanique;0,25;14/06/2024;machine2;Mécanique;0,25;0;tech;three;0,25
Mécanique;3,25;14/06/2024;machine3;Mécanique;9;152,66;tech;seven;3,5
Mécanique;3,25;14/06/2024;machine3;Mécanique;9;152,66;tech;eight;2
Mécanique;3,25;14/06/2024;machine3;Mécanique;9;152,66;tech;three;3,5
Mécanique;12,41667;14/06/2024;machine3;Mécanique;0,33333;474,61;tech;five;0,33333
Mécanique;0,41667;14/06/2024;machine3;Mécanique;0,5;17,22;tech;six;0,16667
Mécanique;0,41667;14/06/2024;machine3;Mécanique;0,5;17,22;tech;eight;0,33333
Mécanique;3,5;14/06/2024;machine3;Mécanique;3,5;133;tech;three;3,5
Mécanique;1,38333;14/06/2024;machine3;Mécanique;0,25;52,57;tech;eight;0,25
Electronique;22,66667;14/06/2024;machine3;Electronique;8;927,98;tech;one;2,5
Electronique;22,66667;14/06/2024;machine3;Electronique;8;927,98;tech;six;2,5
Electronique;22,66667;14/06/2024;machine3;Electronique;8;927,98;tech;five;3
Electronique;7;14/06/2024;machine3;Electronique;6,5;320,14;tech;one;3,25
Electronique;7;14/06/2024;machine3;Electronique;6,5;320,14;tech;six;3,25
Electronique;7;13/06/2024;machine3;Electronique;8,5;332,64;tech;two;4
Electronique;7;13/06/2024;machine3;Electronique;8,5;332,64;tech;one;2
Electronique;7;13/06/2024;machine3;Electronique;8,5;332,64;tech;six;2
Electronique;7;13/06/2024;machine3;Electronique;8,5;332,64;tech;eight;0,5
Arrosage;0,33333;13/06/2024;machine1;Arrosage;0,33333;17,45;tech;six;0,33333
Mécanique;0,33333;13/06/2024;machine1;Mécanique;0,33333;14,67;tech;three;0,33333
Mécanique;2,5;12/06/2024;machine1;Mécanique;2,5;130,83;tech;two;2,5
Mécanique;0,16667;12/06/2024;machine1;Mécanique;0,16667;7,33;tech;three;0,16667
Mécanique;22,9;12/06/2024;machine7;Mécanique;11,33334;88,85;tech;two;5
Mécanique;22,9;12/06/2024;machine7;Mécanique;11,33334;88,85;tech;six;0,66667
Mécanique;22,9;12/06/2024;machine7;Mécanique;11,33334;88,85;tech;five;5
Mécanique;22,9;12/06/2024;machine7;Mécanique;11,33334;88,85;tech;eight;0,66667
Arrosage;0,25;12/06/2024;machine6;Arrosage;0,25;11,08;tech;six;0,25
Mécanique;0,75;12/06/2024;machine6;Mécanique;0,66667;32,55;tech;five;0,66667
Mécanique;1,48333;11/06/2024;machine6;Mécanique;1,41667;53,4;tech;three;1,41667
Mécanique;1,25;11/06/2024;machine3;Mécanique;2,5;68,33;tech;one;0,5
Mécanique;1,25;11/06/2024;machine3;Mécanique;2,5;68,33;tech;nine;2
Mécanique;0,33333;11/06/2024;machine1;Mécanique;0,33333;17,45;tech;seven;0,33333
Mécanique;3,08333;11/06/2024;machine3;Mécanique;3;142,16;tech;one;1
Mécanique;3,08333;11/06/2024;machine3;Mécanique;3;142,16;tech;nine;2
Mécanique;0,5;11/06/2024;machine3;Mécanique;0,5;23,17;tech;five;0,5
Arrosage;0,91667;11/06/2024;machine1;Arrosage;0,5;44,5;tech;five;0,5
Arrosage;0,66667;11/06/2024;machine6;Arrosage;0,33333;26,78;tech;one;0,33333
Mécanique;1;10/06/2024;machine1;Mécanique;1;52,33;tech;two;1
Arrosage;1,33333;10/06/2024;machine2;Arrosage;0,66667;5,55;tech;five;0,66667
Mécanique;5;10/06/2024;machine2;Mécanique;10;41,65;tech;seven;5
Mécanique;5;10/06/2024;machine2;Mécanique;10;41,65;tech;three;5
Hydraulique;1,71667;10/06/2024;machine3;Hydraulique;1;73,56;tech;five;1
Mécanique;1,5;10/06/2024;machine3;Mécanique;1;61,17;tech;seven;0,5
Mécanique;1,5;10/06/2024;machine3;Mécanique;1;61,17;tech;three;0,5
Hydraulique;2,5;10/06/2024;machine3;Hydraulique;4,5;132,48;tech;two;2,25
Hydraulique;2,5;10/06/2024;machine3;Hydraulique;4,5;132,48;tech;one;2,25
Arrosage;0,66667;09/06/2024;machine4;Arrosage;0,66667;5,55;tech;one;0,66667
Arrosage;12,18333;09/06/2024;machine6;Arrosage;0,41667;442,07;tech;one;0,41667
Mécanique;0,33333;08/06/2024;machine1;Mécanique;0,33333;17,45;tech;one;0,33333
Mécanique;0,5;08/06/2024;machine4;Mécanique;0,5;4,17;tech;five;0,5
Mécanique;33,5;08/06/2024;machine3;Mécanique;9;1331,31;tech;four;2
Mécanique;33,5;08/06/2024;machine3;Mécanique;9;1331,31;tech;one;5
Mécanique;33,5;08/06/2024;machine3;Mécanique;9;1331,31;tech;eight;2
Hydraulique;15,33333;08/06/2024;machine3;Hydraulique;0,75;588,92;tech;one;0,75
Mécanique;0,3;08/06/2024;machine5;Mécanique;0,25;6;tech;three;0,25
Arrosage;0,66667;08/06/2024;machine1;Arrosage;0,66667;5,55;tech;five;0,66667
Mécanique;1;07/06/2024;machine1;Mécanique;1,41667;49,55;tech;one;0,66667
Mécanique;1;07/06/2024;machine1;Mécanique;1,41667;49,55;tech;eight;0,75
Mécanique;9;07/06/2024;machine3;Mécanique;14;458,62;tech;four;6
Mécanique;9;07/06/2024;machine3;Mécanique;14;458,62;tech;seven;6
Mécanique;9;07/06/2024;machine3;Mécanique;14;458,62;tech;five;2
Arrosage;1;07/06/2024;machine6;Arrosage;0,66667;41,55;tech;five;0,66667
Arrosage;0,5;07/06/2024;machine6;Arrosage;0,5;18;tech;eight;0,5
Pneumatique;0,8;07/06/2024;machine6;Pneumatique;0,58333;28,8;tech;three;0,58333
Mécanique;616;06/06/2024;machine2;Mécanique;7;58,31;tech;two;7
Electronique;0,83333;06/06/2024;machine2;Electronique;1,5;12,5;tech;four;0,75
Electronique;0,83333;06/06/2024;machine2;Electronique;1,5;12,5;tech;seven;0,75
Mécanique;0,58333;06/06/2024;machine3;Mécanique;0,5;26,34;tech;nine;0,5
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;two;4
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;one;8
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;seven;16
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;nine;4
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;five;4
Mécanique;227,66667;06/06/2024;machine3;Mécanique;56;8951,21;tech;eight;20
Arrosage;0,5;06/06/2024;machine6;Arrosage;0,5;22,17;tech;five;0,5
Arrosage;1,5;06/06/2024;machine1;Arrosage;1,33333;11,11;tech;five;1,33333
Arrosage;0,36667;05/06/2024;machine6;Arrosage;0,33333;15,98;tech;five;0,33333
Arrosage;0,41667;05/06/2024;machine6;Arrosage;0,41667;15;tech;three;0,41667
Arrosage;4,51667;05/06/2024;machine6;Arrosage;0,5;166,77;tech;six;0,5
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;four;16
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;two;8
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;one;12
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;six;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;five;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;eight;20
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;four;16
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;two;8
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;one;12
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;six;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;five;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;eight;20
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;four;16
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;two;8
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;one;12
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;six;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;five;7
Mécanique;2558,5;04/06/2024;machine3;Mécanique;70;99489,43;tech;eight;20
Mécanique;0,91667;04/06/2024;machine2;Mécanique;0,66667;5,55;tech;seven;0,66667
Arrosage;0,16667;04/06/2024;machine1;Arrosage;0,16667;8,72;tech;six;0,16667
Arrosage;0,66667;04/06/2024;machine6;Arrosage;0,66667;29,55;tech;five;0,66667
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;two;3
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;one;3
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;six;2
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;seven;1
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;five;1
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;eight;6
Mécanique;236,5;04/06/2024;machine3;Mécanique;17;9070,3;tech;three;1
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;four;1
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;one;6
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;six;6
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;seven;5
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;nine;6
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;five;1
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;ten;7
Mécanique;218,25;04/06/2024;machine3;Mécanique;37;8560,06;tech;three;5
Hydraulique;11,83333;04/06/2024;machine6;Hydraulique;3,33333;642,04;tech;five;3,33333
Arrosage;0,63333;03/06/2024;machine2;Arrosage;0,5;0;tech;three;0,5
Informatique;2,5;03/06/2024;machine3;Informatique;1;103,33;tech;two;1
Pneumatique;0,91667;03/06/2024;machine3;Pneumatique;1,83334;50,11;tech;six;0,91667
Pneumatique;0,91667;03/06/2024;machine3;Pneumatique;1,83334;50,11;tech;nine;0,91667
Mécanique;0,25;03/06/2024;machine1;Mécanique;0,13333;11;tech;three;0,13333
Mécanique;11,41667;03/06/2024;machine1;Mécanique;1,33334;513,43;tech;four;0,66667
Mécanique;11,41667;03/06/2024;machine1;Mécanique;1,33334;513,43;tech;seven;0,66667
Hydraulique;2,08333;03/06/2024;machine6;Hydraulique;1,33333;86,11;tech;six;1,33333
Mécanique;83,33333;03/06/2024;machine2;Mécanique;10;83,3;tech;two;10
Mécanique;5;02/06/2024;machine3;Mécanique;2,16667;208,05;tech;one;2,16667
Arrosage;5,66667;02/06/2024;machine4;Arrosage;0,66667;338,19;tech;one;0,66667
Arrosage;0,91667;01/06/2024;machine6;Arrosage;0,41667;36,47;tech;one;0,41667
Arrosage;0,41667;01/06/2024;machine6;Arrosage;0,33333;17,78;tech;five;0,33333
Hydraulique;4;01/06/2024;machine5;Hydraulique;;80;tech;;
Arrosage;0,28333;31/05/2024;machine2;Arrosage;0,28333;2,36;tech;six;0,28333
Arrosage;0,66667;31/05/2024;machine4;Arrosage;0,5;0;tech;three;0,5
Arrosage;1,16667;31/05/2024;machine4;Arrosage;0,41667;3,47;tech;six;0,41667
Mécanique;1;31/05/2024;machine3;Mécanique;1,41667;42,17;tech;one;0,5
Mécanique;1;31/05/2024;machine3;Mécanique;1,41667;42,17;tech;three;0,91667
Arrosage;0,33333;31/05/2024;machine6;Arrosage;0,33333;14,78;tech;five;0,33333
Mécanique;0,5;31/05/2024;machine6;Mécanique;0,33333;20,78;tech;four;0,33333
Arrosage;0,33333;31/05/2024;machine6;Arrosage;0,16667;13,39;tech;five;0,16667
Pneumatique;2,41667;31/05/2024;machine6;Pneumatique;0,41667;90,47;tech;one;0,41667
Arrosage;0,33333;31/05/2024;machine6;Arrosage;0,25;14,08;tech;six;0,25
Arrosage;0,41667;30/05/2024;machine2;Arrosage;0,33333;2,78;tech;five;0,33333
Hydraulique;3;30/05/2024;machine7;Hydraulique;1,5;12,5;tech;seven;1,5
Arrosage;0,5;30/05/2024;machine6;Arrosage;0,5;22,17;tech;five;0,5
Arrosage;0,5;30/05/2024;machine6;Arrosage;0,5;22,17;tech;six;0,5
Mécanique;36,5;30/05/2024;machine3;Mécanique;14;1436,98;tech;four;3
Mécanique;36,5;30/05/2024;machine3;Mécanique;14;1436,98;tech;two;3
Mécanique;36,5;30/05/2024;machine3;Mécanique;14;1436,98;tech;eight;8
Mécanique;2,08333;29/05/2024;machine1;Mécanique;1,5;104,17;tech;six;1,5
Mécanique;1,75;29/05/2024;machine2;Mécanique;1,66667;13,88;tech;six;1,66667
Mécanique;0,45;29/05/2024;machine2;Mécanique;0,41667;3,47;tech;six;0,41667
Mécanique;1;29/05/2024;machine2;Mécanique;0,5;4,17;tech;five;0,5
Mécanique;0,5;29/05/2024;machine3;Mécanique;4,66667;24,55;tech;four;0,41667
Mécanique;0,5;29/05/2024;machine3;Mécanique;4,66667;24,55;tech;two;0,25
Mécanique;0,5;29/05/2024;machine3;Mécanique;4,66667;24,55;tech;eight;4
Mécanique;3,4;29/05/2024;machine6;Mécanique;2;139,06;tech;two;2
Mécanique;10,58333;29/05/2024;machine1;Mécanique;1;768,15;tech;two;1
Mécanique;10,58333;29/05/2024;machine1;Mécanique;1;768,15;tech;two;1
Mécanique;10,58333;29/05/2024;machine1;Mécanique;1;768,15;tech;two;1
Mécanique;0,51667;28/05/2024;machine3;Mécanique;0,5;23,8;tech;six;0,5
Arrosage;1;28/05/2024;machine3;Arrosage;1;38;tech;three;1
Mécanique;0,91667;28/05/2024;machine1;Mécanique;0,83333;40,33;tech;three;0,83333
Programme;0,33333;28/05/2024;machine6;Programme;0,33333;14,78;tech;two;0,33333
Arrosage;3,83333;28/05/2024;machine6;Arrosage;2;149,11;tech;five;1,33333
Arrosage;3,83333;28/05/2024;machine6;Arrosage;2;149,11;tech;eight;0,66667
Arrosage;0,33333;28/05/2024;machine6;Arrosage;0,33333;14,78;tech;six;0,33333
Mécanique;928;28/05/2024;machine1;Mécanique;18;18149,94;tech;two;18
Arrosage;4;28/05/2024;machine4;Arrosage;2,5;340,98;tech;four;0,5
Arrosage;4;28/05/2024;machine4;Arrosage;2,5;340,98;tech;seven;0,5
Arrosage;4;28/05/2024;machine4;Arrosage;2,5;340,98;tech;three;1,5
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;four;16
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;two;1
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;one;3,5
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;seven;16
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;nine;3,5
Mécanique;188,5;27/05/2024;machine5;Mécanique;43,5;4132,37;tech;five;3,5
Mécanique;265,5;27/05/2024;machine2;Mécanique;44;366,52;tech;two;10
Mécanique;265,5;27/05/2024;machine2;Mécanique;44;366,52;tech;one;8
Mécanique;265,5;27/05/2024;machine2;Mécanique;44;366,52;tech;seven;8
Mécanique;265,5;27/05/2024;machine2;Mécanique;44;366,52;tech;nine;10
Mécanique;265,5;27/05/2024;machine2;Mécanique;44;366,52;tech;five;8
Mécanique;0,33333;27/05/2024;machine2;Mécanique;0,33333;2,78;tech;six;0,33333
Mécanique;0,5;27/05/2024;machine2;Mécanique;0,5;4,17;tech;two;0,5
Mécanique;20,25;27/05/2024;machine4;Mécanique;2;16,66;tech;nine;1
Mécanique;20,25;27/05/2024;machine4;Mécanique;2;16,66;tech;five;1
Arrosage;0,41667;27/05/2024;machine3;Arrosage;4,41667;32,49;tech;seven;2
Arrosage;0,41667;27/05/2024;machine3;Arrosage;4,41667;32,49;tech;three;2,41667
Mécanique;0,5;27/05/2024;machine3;Mécanique;1;23,17;tech;seven;0,5
Mécanique;0,5;27/05/2024;machine3;Mécanique;1;23,17;tech;three;0,5
Arrosage;6,75;27/05/2024;machine1;Arrosage;0,16667;298,39;tech;five;0,16667
Arrosage;0,5;27/05/2024;machine6;Arrosage;0,33333;18;tech;three;0,33333
Hydraulique;1,75;27/05/2024;machine3;Hydraulique;1,8;73,16;tech;two;0,8
Hydraulique;1,75;27/05/2024;machine3;Hydraulique;1,8;73,16;tech;eight;1
Mécanique;10,66667;27/05/2024;machine2;Mécanique;2,5;20,82;tech;one;1,25
Mécanique;10,66667;27/05/2024;machine2;Mécanique;2,5;20,82;tech;five;1,25
Arrosage;0,5;27/05/2024;machine6;Arrosage;0,33333;20,78;tech;one;0,33333
Mécanique;241,5;27/05/2024;machine2;Mécanique;19;158,27;tech;two;19
Mécanique;12,83333;26/05/2024;machine1;Mécanique;0,33333;567,45;tech;five;0,33333
Mécanique;14,08333;25/05/2024;machine1;Mécanique;0,5;623,84;tech;one;0,5
Mécanique;0,7;25/05/2024;machine1;Mécanique;1,33334;41,9;tech;one;0,66667
Mécanique;0,7;25/05/2024;machine1;Mécanique;1,33334;41,9;tech;six;0,66667
Mécanique;0,33333;25/05/2024;machine6;Mécanique;0,33333;14,78;tech;seven;0,33333
Arrosage;0,58333;24/05/2024;machine2;Arrosage;0,33333;2,78;tech;five;0,33333
Mécanique;3,91667;24/05/2024;machine6;Mécanique;1,08333;150,02;tech;two;1,08333
Pneumatique;0,58333;24/05/2024;machine3;Pneumatique;0,33333;24,95;tech;six;0,33333
Arrosage;6;24/05/2024;machine3;Arrosage;3;272,99;tech;one;3
Arrosage;1;24/05/2024;machine3;Arrosage;0,5;42,17;tech;six;0,5
Mécanique;0,5;23/05/2024;machine2;Mécanique;0,33333;2,78;tech;five;0,33333
Mécanique;0,36667;23/05/2024;machine3;Mécanique;0,66666;16,71;tech;four;0,33333
Mécanique;0,36667;23/05/2024;machine3;Mécanique;0,66666;16,71;tech;eight;0,33333
Mécanique;0,41667;23/05/2024;machine1;Mécanique;0,33333;21,11;tech;two;0,33333
Mécanique;1,83333;23/05/2024;machine3;Mécanique;3,49999;98,83;tech;two;1,33333
Mécanique;1,83333;23/05/2024;machine3;Mécanique;3,49999;98,83;tech;one;0,83333
Mécanique;1,83333;23/05/2024;machine3;Mécanique;3,49999;98,83;tech;six;1,33333
Mécanique;0,55;23/05/2024;machine3;Mécanique;0,66666;26,46;tech;one;0,33333
Mécanique;0,55;23/05/2024;machine3;Mécanique;0,66666;26,46;tech;six;0,33333
Mécanique;0,83333;23/05/2024;machine6;Mécanique;1,16666;39,72;tech;four;0,58333
Mécanique;0,83333;23/05/2024;machine6;Mécanique;1,16666;39,72;tech;six;0,58333
Mécanique;1,08333;22/05/2024;machine1;Mécanique;0,33333;50,45;tech;six;0,33333
Mécanique;66,5;22/05/2024;machine3;Mécanique;24,5;2664,45;tech;two;5
Mécanique;66,5;22/05/2024;machine3;Mécanique;24,5;2664,45;tech;one;1
Mécanique;66,5;22/05/2024;machine3;Mécanique;24,5;2664,45;tech;seven;8
Mécanique;66,5;22/05/2024;machine3;Mécanique;24,5;2664,45;tech;five;2,5
Mécanique;66,5;22/05/2024;machine3;Mécanique;24,5;2664,45;tech;three;8
Mécanique;342;22/05/2024;machine2;Mécanique;8;6816,64;tech;two;8
Electrique;10,91667;22/05/2024;machine3;Electrique;9,5;517,21;tech;four;3,5
Electrique;10,91667;22/05/2024;machine3;Electrique;9,5;517,21;tech;six;3
Electrique;10,91667;22/05/2024;machine3;Electrique;9,5;517,21;tech;five;3
Hydraulique;0,5;22/05/2024;machine1;Hydraulique;1;26,17;tech;seven;0,5
Hydraulique;0,5;22/05/2024;machine1;Hydraulique;1;26,17;tech;three;0,5
Mécanique;0,45;22/05/2024;machine10;Mécanique;0,41667;21,47;tech;five;0,41667
Mécanique;0,25;22/05/2024;machine1;Mécanique;0,5;13,08;tech;seven;0,25
Mécanique;0,25;22/05/2024;machine1;Mécanique;0,5;13,08;tech;three;0,25
Mécanique;1,16667;22/05/2024;machine1;Mécanique;1,33334;62,43;tech;nine;0,66667
Mécanique;1,16667;22/05/2024;machine1;Mécanique;1,33334;62,43;tech;five;0,66667
Mécanique;1,5;22/05/2024;machine1;Mécanique;3,5;82,66;tech;four;1
Mécanique;1,5;22/05/2024;machine1;Mécanique;3,5;82,66;tech;six;1
Mécanique;1,5;22/05/2024;machine1;Mécanique;3,5;82,66;tech;eight;1,5
Arrosage;0,41667;22/05/2024;machine6;Arrosage;0,33333;15;tech;three;0,33333
Mécanique;0,25;21/05/2024;machine1;Mécanique;0,25;13,08;tech;six;0,25
Arrosage;3,83333;21/05/2024;machine2;Arrosage;10,58333;75,67;tech;four;3,5
Arrosage;3,83333;21/05/2024;machine2;Arrosage;10,58333;75,67;tech;two;2
Arrosage;3,83333;21/05/2024;machine2;Arrosage;10,58333;75,67;tech;one;1,08333
Arrosage;3,83333;21/05/2024;machine2;Arrosage;10,58333;75,67;tech;six;2,5
Arrosage;3,83333;21/05/2024;machine2;Arrosage;10,58333;75,67;tech;eight;1,5
Arrosage;0,61667;21/05/2024;machine2;Arrosage;1,74999;9,72;tech;two;0,58333
Arrosage;0,61667;21/05/2024;machine2;Arrosage;1,74999;9,72;tech;one;0,58333
Arrosage;0,61667;21/05/2024;machine2;Arrosage;1,74999;9,72;tech;eight;0,58333
Arrosage;0,5;21/05/2024;machine6;Arrosage;0,5;22,17;tech;five;0,5
Mécanique;0,66667;21/05/2024;machine5;Mécanique;1,33334;24,43;tech;one;0,66667
Mécanique;0,66667;21/05/2024;machine5;Mécanique;1,33334;24,43;tech;six;0,66667
Mécanique;0,25;21/05/2024;machine1;Mécanique;0,25;0;tech;three;0,25
Mécanique;0,16667;20/05/2024;machine1;Mécanique;0,16667;8,72;tech;five;0,16667
Mécanique;2,16667;20/05/2024;machine1;Mécanique;4,5;132,82;tech;four;1
Mécanique;2,16667;20/05/2024;machine1;Mécanique;4,5;132,82;tech;two;1
Mécanique;2,16667;20/05/2024;machine1;Mécanique;4,5;132,82;tech;one;1
Mécanique;2,16667;20/05/2024;machine1;Mécanique;4,5;132,82;tech;six;1,5
Arrosage;1;20/05/2024;machine2;Arrosage;1,66666;6,94;tech;five;0,83333
Arrosage;1;20/05/2024;machine2;Arrosage;1,66666;6,94;tech;eight;0,83333
Arrosage;0,5;20/05/2024;machine3;Arrosage;1;27,34;tech;one;0,5
Arrosage;0,5;20/05/2024;machine3;Arrosage;1;27,34;tech;six;0,5
Arrosage;2,41667;20/05/2024;machine3;Arrosage;5,83334;140,42;tech;four;1
Arrosage;2,41667;20/05/2024;machine3;Arrosage;5,83334;140,42;tech;one;2,41667
Arrosage;2,41667;20/05/2024;machine3;Arrosage;5,83334;140,42;tech;six;2,41667
Arrosage;2,08333;20/05/2024;machine3;Arrosage;4,83333;95,83;tech;six;2
Arrosage;2,08333;20/05/2024;machine3;Arrosage;4,83333;95,83;tech;eight;2,83333
Mécanique;0,16667;20/05/2024;machine1;Mécanique;0,16667;8,72;tech;five;0,16667
Mécanique;4,91667;20/05/2024;machine6;Mécanique;0,83333;183,94;tech;six;0,83333
Mécanique;10,16667;19/05/2024;machine1;Mécanique;5,5;45,82;tech;two;5,5
Arrosage;1,91667;19/05/2024;machine1;Arrosage;0,33333;87,11;tech;one;0,33333
Mécanique;0,5;19/05/2024;machine6;Mécanique;0,5;22,17;tech;one;0,5
Mécanique;275,5;18/05/2024;machine2;Mécanique;27;224,91;tech;two;17
Mécanique;275,5;18/05/2024;machine2;Mécanique;27;224,91;tech;one;2
Mécanique;275,5;18/05/2024;machine2;Mécanique;27;224,91;tech;seven;8
Mécanique;2;18/05/2024;machine1;Mécanique;2;104,66;tech;two;2
Mécanique;0,58333;18/05/2024;machine1;Mécanique;0,5;29,84;tech;seven;0,5
Arrosage;0,38333;18/05/2024;machine6;Arrosage;0,33333;13,8;tech;three;0,33333
Mécanique;0,5;17/05/2024;machine1;Mécanique;0,5;26,17;tech;seven;0,5
Arrosage;0,83333;17/05/2024;machine1;Arrosage;1,25001;10,41;tech;one;0,83334
Arrosage;0,83333;17/05/2024;machine1;Arrosage;1,25001;10,41;tech;six;0,41667
Mécanique;2,58333;17/05/2024;machine2;Mécanique;3,75;11,8;tech;four;0,66667
Mécanique;2,58333;17/05/2024;machine2;Mécanique;3,75;11,8;tech;six;0,75
Mécanique;2,58333;17/05/2024;machine2;Mécanique;3,75;11,8;tech;eight;2,33333
Arrosage;0,75;17/05/2024;machine1;Arrosage;0,75;39,25;tech;five;0,75
Arrosage;0,33333;17/05/2024;machine6;Arrosage;0,33333;12;tech;three;0,33333
Mécanique;0,83333;17/05/2024;machine3;Mécanique;0,66667;37,22;tech;five;0,66667
Electrique;2,16667;16/05/2024;machine2;Electrique;2;16,66;tech;five;2
Mécanique;0,66667;16/05/2024;machine1;Mécanique;1;37,67;tech;seven;0,5
Mécanique;0,66667;16/05/2024;machine1;Mécanique;1;37,67;tech;nine;0,5
Arrosage;0,41667;16/05/2024;machine6;Arrosage;0,41667;15;tech;three;0,41667
Arrosage;0,83333;16/05/2024;machine6;Arrosage;1,33334;35,55;tech;one;0,66667
Arrosage;0,83333;16/05/2024;machine6;Arrosage;1,33334;35,55;tech;three;0,66667
Electrique;0,23333;15/05/2024;machine6;Electrique;0,16667;9,79;tech;five;0,16667
Pneumatique;0,25;15/05/2024;machine6;Pneumatique;0,25;9;tech;three;0,25
Mécanique;0,5;15/05/2024;machine1;Mécanique;0,5;26,17;tech;five;0,5
Arrosage;0,53333;15/05/2024;machine6;Arrosage;0,5;23,37;tech;five;0,5
Mécanique;1;14/05/2024;machine1;Mécanique;1;52,33;tech;two;1
Mécanique;0,28333;14/05/2024;machine1;Mécanique;0,28333;12,47;tech;eight;0,28333
Mécanique;0,66667;14/05/2024;machine1;Mécanique;0,5;29,33;tech;three;0,5
Mécanique;0,33333;14/05/2024;machine1;Mécanique;0,33333;17,45;tech;five;0,33333
Mécanique;0,66667;14/05/2024;machine1;Mécanique;0,66667;34,88;tech;five;0,66667
Arrosage;0,41667;14/05/2024;machine6;Arrosage;0,21667;15;tech;eight;0,21667
Mécanique;1;14/05/2024;machine6;Mécanique;0,33333;38,78;tech;five;0,33333
